
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
     4065	    404	    118	      4.69	       119
     4066	    422	    125	      13.1	        19
     4067	    327	    168	      6.48	        19
     4068	    325	    170	      3.87	        29
     4069	    424	    230	         3	       123
     4070	    419	    235	         3	        70
     4071	    414	    230	      3.61	        87
     4072	    413	    225	      5.83	        61
     4073	    416	    219	      7.75	        80
     4074	    142	    287	      7.35	        19
     4075	    136	    286	      6.86	        19
     4076	    137	    282	      4.69	        91
     4077	    139	    278	      5.29	        87
     4078	    400	    419	      5.57	        86
     4079	    502	    699	      12.2	        19
     4080	    528	    635	      8.89	        69
     4081	    526	    642	      6.32	      80.5
     4082	    522	    646	      5.66	      97.5
     4083	    515	    638	      7.07	        79
     4084	    522	    628	      9.54	        63
     4085	    344	    509	      4.12	        79
     4086	    343	    513	      3.61	       123
     4087	    338	    512	      2.24	       105
     4088	    341	    505	      3.61	        80
     4089	    387	    454	      2.45	        17
     4090	    675	    627	      10.8	        19
     4091	    669	    650	      14.1	        55
     4092	    657	    652	      16.4	        55
     4093	    664	    631	      7.62	        20
     4094	    645	    716	      4.69	        92
     4095	    642	    713	      4.36	       107
     4096	    682	    524	         6	      56.5
     4097	    677	    520	      4.36	        41
     4098	    613	    149	      4.58	        85
     4099	    614	    154	      6.71	        96
     4100	    608	    158	      7.62	        78
     4101	    606	    152	      3.87	        89
     4102	    687	     74	      2.65	       144
     4103	    699	     45	      10.8	        19
     4104	    689	     55	      5.29	        20
     4105	    685	     54	         3	       100
     4106	    687	     52	      4.12	        67
     4107	    790	    154	      6.08	        19
     4108	    786	    146	      3.32	        16
     4109	    779	    134	      4.58	       127
     4110	    505	    217	      3.46	      74.5
     4111	    497	    212	      4.24	      84.5
     4112	    497	    209	      4.24	        21
     4113	    570	    672	         3	       142
     4114	    569	    678	      3.74	        71
     4115	    565	    676	      3.61	        42
     4116	    564	    672	      4.36	       103
     4117	    568	    669	      4.12	       150
     4118	    330	    549	      4.36	        64
     4119	    273	    598	      39.2	        19
     4120	    351	    564	         3	        47
     4121	    351	    561	      2.45	      43.5
     4122	     78	    323	      19.2	        19
     4123	     59	    297	      29.2	        19
     4124	     88	    298	      18.8	        19
     4125	     97	    468	      3.46	       118
     4126	     94	    471	      3.46	      94.5
     4127	     90	    471	      4.36	        19
     4128	    722	    730	         4	      17.5
     4129	    722	    723	      4.36	        82
     4130	    636	     92	         4	        97
     4131	    635	     97	       5.1	       106
     4132	    629	     89	       4.9	      20.5
     4133	    456	    193	      5.39	       138
     4134	    288	    176	      4.12	        19
     4135	    422	    416	      3.61	        19
     4136	    155	    431	      3.46	        87
     4137	    661	    729	      2.83	      66.5
     4138	    679	    120	      3.87	       126
     4139	    676	    122	      3.61	       133
     4140	    678	    104	      4.36	        18
     4141	    668	     97	      5.74	       149
     4142	    676	    100	         4	        39
     4143	    735	     88	      7.62	        19
     4144	    547	    107	      3.87	       129
     4145	    543	    108	       4.9	       136
     4146	    541	    103	      3.87	        87
     4147	    544	    100	         3	       150
     4148	    546	    103	      3.32	        92
     4149	    550	    184	      6.32	        93
     4150	    779	    108	      3.74	       105
     4151	    774	    112	      3.74	        20
     4152	    771	    105	       4.8	        93
     4153	    776	    101	      6.93	        98
     4154	    776	     63	      6.16	       142
     4155	    770	     64	      3.74	       122
     4156	    603	    482	      12.9	        19
     4157	    397	    128	      3.74	        84
     4158	    398	    126	      3.32	       113
     4159	    401	    125	         4	        79
     4160	    561	    535	      5.92	        19
     4161	    558	    529	      8.12	      47.5
     4162	    565	    523	      6.71	        47
     4163	    568	    529	      5.66	        25
     4164	    426	    469	      9.11	        19
     4165	    465	    187	      4.47	       121
     4166	    471	    186	      3.61	        25
     4167	    424	    174	      3.87	        60
     4168	    416	    169	      7.62	        19
     4169	    429	    165	      5.39	        21
     4170	    166	    289	      7.21	        18
     4171	    166	    255	         6	      94.5
     4172	    181	    244	      6.71	       110
     4173	    114	    171	      5.48	      70.5
     4174	    104	    179	      12.1	        19
     4175	    104	    169	      8.25	        83
     4176	    109	    166	      7.48	        96
     4177	    549	    686	         3	        32
     4178	    546	    689	      2.83	        16
     4179	    544	    686	      3.74	      21.5
     4180	    547	    683	      3.46	        39
     4181	    514	    690	      3.46	      17.5
     4182	    531	    671	      3.32	        79
     4183	    527	    668	      4.24	      71.5
     4184	    530	    663	      5.57	       110
     4185	    386	    442	      6.48	        82
     4186	    385	    450	      3.87	        54
     4187	    382	    453	      3.16	      93.5
     4188	    371	    448	      9.64	        19
     4189	    321	    537	      3.46	        84
     4190	    319	    541	      2.83	      15.5
     4191	    318	    542	      3.61	        20
     4192	    282	    538	      24.6	        19
     4193	    297	    535	      17.4	        19
     4194	    319	    535	      3.87	        30
     4195	    368	    578	      4.12	        20
     4196	    373	    552	         3	       150
     4197	    368	    554	      2.83	       150
     4198	    369	    547	      3.32	       128
     4199	    372	    548	      3.87	       114
     4200	    161	    465	      3.61	        82
     4201	    134	    361	      8.89	        71
     4202	    116	    400	       5.2	        18
     4203	    118	    404	       5.2	        19
     4204	    110	    405	      5.66	      19.5
     4205	    105	    400	      7.14	        19
     4206	    113	    399	      6.56	        22
     4207	     94	    433	         3	        24
     4208	     85	    433	      3.61	        19
     4209	     79	    432	       5.1	      20.5
     4210	     82	    401	       5.2	        71
     4211	     85	    394	      6.78	        19
     4212	    638	    579	       8.6	        19
     4213	    682	    738	       4.9	        19
     4214	    595	    707	      4.69	      67.5
     4215	    591	    702	      5.74	        82
     4216	     30	    142	      5.29	        84
     4217	     26	    139	      6.63	      19.5
     4218	     32	    138	      6.16	      88.5
     4219	     40	    353	      7.35	        71
     4220	    133	    279	      4.58	        89
     4221	    632	    130	         5	        86
     4222	    628	    124	      5.74	        94
     4223	    112	    343	      4.69	        20
     4224	    744	    101	         4	        19
     4225	    747	    100	      3.16	      15.5
     4226	    786	    532	      6.08	        42
     4227	    786	    522	      9.11	        19
     4228	    222	    404	      19.8	        19
     4229	    226	    356	      5.83	       107
     4230	     33	    174	      8.12	        19
     4231	    757	    738	      3.16	        20
     4232	    753	    738	         3	        70
     4233	    752	    735	      2.65	       103
     4234	     23	    378	      3.46	      31.5
     4235	     26	    375	      4.69	      64.5
     4236	     10	    364	      3.16	        62
     4237	     10	    367	      2.83	        10
     4238	      6	    370	      3.74	        20
     4239	      2	    368	      3.61	        20
     4240	    614	    145	       5.2	        94
     4241	    611	    147	         3	       112
     4242	    662	     63	      4.47	       116
     4243	    680	     62	      2.65	       110
     4244	    676	     63	         3	       123
     4245	    767	    151	      8.31	        88
     4246	    765	    143	      9.38	       141
     4247	    786	    150	      4.12	        19
     4248	    611	    502	      16.1	        19
     4249	    601	    505	      9.43	        19
     4250	    320	    508	         7	        20
     4251	    732	    729	      2.65	        17
     4252	    730	    727	         3	        30
     4253	    734	    721	      6.56	        75
     4254	    611	    111	      4.69	      34.5
     4255	    620	     97	      6.24	        19
     4256	    507	     79	      11.4	        19
     4257	    434	    402	      4.36	        20
     4258	    125	    488	      5.29	      17.5
     4259	    129	    487	      4.12	        22
     4260	     35	    401	      4.58	        77
     4261	    754	     98	      2.65	       125
     4262	    672	     74	      2.65	       106
     4263	    682	     76	      2.24	       129
     4264	    563	    421	      10.6	        19
     4265	    567	    410	      5.29	        17
     4266	    570	    406	      5.74	        72
     4267	    526	    405	      8.83	        19
     4268	    656	    538	      4.47	        42
     4269	    649	    537	         4	        14
     4270	    476	    425	         3	       106
     4271	    472	    428	      2.83	        18
     4272	    473	    418	      6.86	        20
     4273	    491	    186	      9.17	        19
     4274	    481	    176	      4.58	       150
     4275	    269	    114	      10.5	        19
     4276	    262	    110	      9.95	        19
     4277	    266	     97	      3.46	       150
     4278	    270	     98	      3.16	       150
     4279	    270	     31	      39.2	        19
     4280	    266	     93	       5.1	        27
     4281	    263	     77	      20.2	        19
     4282	    273	    343	      7.07	        20
     4283	    172	    171	      5.92	        59
     4284	    164	    171	         6	        58
     4285	    165	    161	      10.5	       150
     4286	    170	    164	      8.37	      88.5
     4287	     93	    184	      13.5	        19
     4288	    471	    628	      4.24	      85.5
     4289	    466	    628	      3.74	      46.5
     4290	    172	    471	      15.4	        19
     4291	    656	    624	      7.07	        19
     4292	    651	    618	      5.29	        19
     4293	    656	    580	       4.8	        55
     4294	    736	      7	      3.87	        23
     4295	    731	     22	      9.43	        19
     4296	    725	      8	      2.83	       150
     4297	    710	     19	      7.68	        19
     4298	    536	    146	      7.14	        17
     4299	    535	    142	      3.46	       102
     4300	    539	    133	       5.2	        55
     4301	    784	     29	      4.69	        19
     4302	    785	     26	      3.87	       117
     4303	    770	     25	      12.3	        19
     4304	    402	    113	      4.69	       138
     4305	    401	    110	       4.9	       131
     4306	    402	    106	      5.66	       118
     4307	    435	    100	      19.6	        19
     4308	    417	     95	        15	        19
     4309	    401	    100	      4.58	       111
     4310	    397	     98	      5.57	       150
     4311	    415	     71	      23.3	        19
     4312	    465	    223	       4.9	      81.5
     4313	    461	    221	      4.36	        85
     4314	    467	    214	      5.48	        20
     4315	    179	     54	       6.4	        57
     4316	    173	     57	       9.7	       150
     4317	    790	    755	      7.68	        19
     4318	    774	    743	      2.83	       109
     4319	    780	    737	      3.16	       109
     4320	     86	     38	         6	       150
     4321	     78	     51	        11	       150
     4322	     25	     56	      4.47	      15.5
     4323	     25	     50	      5.66	        18
     4324	     42	    114	      11.4	        94
     4325	     36	    118	      6.24	        76
     4326	      9	    120	      13.4	        19
     4327	     13	    107	      9.22	        19
     4328	     22	    101	      4.58	        18
     4329	     33	    122	       4.8	        70
     4330	     22	    404	      7.07	        19
     4331	     20	    396	       5.2	        80
     4332	     10	    390	      3.32	        69
     4333	      8	    393	      3.32	        25
     4334	      4	    385	      1.73	        77
     4335	      7	    384	      3.16	       100
     4336	    594	    109	      7.94	        19
     4337	    586	    106	       4.8	        25
     4338	    585	    103	       5.1	        23
     4339	    596	     92	      12.5	        19
     4340	    712	    111	      7.07	        19
     4341	    711	    120	      4.24	        19
     4342	    707	    123	      2.24	        98
     4343	    708	    117	      4.36	        19
     4344	    721	    122	       4.9	      18.5
     4345	    717	    127	      3.16	      91.5
     4346	    715	    121	      3.46	        20
     4347	    716	    113	      6.56	        19
     4348	    706	    113	      5.74	        20
     4349	    704	    122	         3	       119
     4350	    703	    116	      3.87	        17
     4351	    707	    104	      9.43	        19
     4352	    698	    124	      2.83	       124
     4353	    692	    127	       5.2	       125
     4354	    691	    122	      4.69	       107
     4355	    694	    119	      3.61	        88
     4356	    692	    118	         3	        94
     4357	    695	    112	         6	      19.5
     4358	    734	     49	      6.71	        19
     4359	    717	     48	      8.94	        19
     4360	    712	     36	      12.9	        19
     4361	    549	     72	       4.9	        18
     4362	    553	     62	      15.8	        19
     4363	    541	     71	      2.65	        77
     4364	    507	    130	      6.16	       110
     4365	    501	    133	         6	       102
     4366	    497	    127	      3.16	       133
     4367	    498	    124	      4.69	        29
     4368	    505	    123	      3.61	        83
     4369	    497	    137	      6.48	        95
     4370	    490	    142	         7	        96
     4371	    487	    138	      5.29	       118
     4372	    488	    127	      6.24	        19
     4373	    475	    118	      14.4	        19
     4374	    480	     64	      2.65	       122
     4375	    477	     64	      3.87	       135
     4376	    476	     61	      3.87	       150
     4377	    471	     58	      3.74	       150
     4378	    470	     46	      15.4	        19
     4379	    530	     45	      10.7	        19
     4380	    524	     25	      15.5	        19
     4381	    537	    178	      4.58	        21
     4382	    530	    167	      11.2	        19
     4383	    539	    173	      8.19	        19
     4384	    527	    137	      4.58	       150
     4385	    527	    143	      4.24	        19
     4386	    517	    143	       4.8	       150
     4387	    503	    154	      3.87	        20
     4388	    491	    152	      6.63	       115
     4389	    501	    150	         4	       126
     4390	    786	    127	      3.61	       123
     4391	    790	    123	      4.69	        19
     4392	    779	    126	      3.16	       132
     4393	    766	     38	      8.43	        19
     4394	    758	     32	      12.7	        19
     4395	    658	    457	      7.28	        48
     4396	    655	    470	      12.7	        19
     4397	    637	    477	      17.2	        19
     4398	    653	    456	       4.9	        48
     4399	    395	    123	      3.87	       104
     4400	    394	    127	      3.61	        22
     4401	    387	    130	      7.28	        19
     4402	    388	    122	         5	        98
     4403	    394	    119	      4.69	       132
     4404	    384	    120	       5.1	       133
     4405	    362	    132	      17.5	        19
     4406	    381	    117	      3.46	       138
     4407	    404	     86	      9.95	        19
     4408	    391	     86	      4.36	        71
     4409	    388	     59	      28.5	        19
     4410	    386	     95	       5.2	       150
     4411	    387	     89	      4.24	       142
     4412	    435	    160	         5	        25
     4413	    428	    146	       9.8	        19
     4414	    339	    168	      5.66	        19
     4415	    337	    174	      4.58	        83
     4416	    334	    174	      3.74	        91
     4417	    340	    141	        20	        19
     4418	    210	    126	       9.8	       150
     4419	    213	    112	         7	        25
     4420	    197	     80	      5.66	       150
     4421	    173	    237	         6	        19
     4422	    163	    231	      13.3	        19
     4423	    519	    678	      3.16	        32
     4424	    325	    517	      3.74	      16.5
     4425	    491	    684	      17.3	        19
     4426	    693	    631	      9.33	        19
     4427	    691	    644	      8.94	        54
     4428	    682	    633	      8.94	        19
     4429	    597	    693	      3.74	       112
     4430	    597	    686	      3.32	        90
     4431	    594	    685	      4.36	       144
     4432	    594	    693	      4.24	       108
     4433	    593	    697	       5.1	      86.5
     4434	    587	    694	         6	       107
     4435	     72	    477	      3.32	        20
     4436	     66	    482	      8.12	        19
     4437	     50	    482	        21	        19
     4438	     63	    475	      8.43	        19
     4439	     65	    478	      5.39	        61
     4440	     49	    452	      16.9	        19
     4441	     63	    465	      8.94	        18
     4442	     76	    463	       4.9	        29
     4443	     75	    467	      4.24	      17.5
     4444	     67	    458	      9.95	        19
     4445	     28	     69	      4.58	       123
     4446	     17	     87	      3.32	       127
     4447	     14	     88	         4	        22
     4448	     27	     66	      3.74	       101
     4449	    323	    179	      6.48	       110
     4450	    230	    124	      5.48	        19
     4451	    221	    129	      4.58	       141
     4452	    233	    109	      12.3	        19
     4453	    323	    385	      6.71	        19
     4454	    325	    378	         3	        81
     4455	    128	    173	      4.47	        83
     4456	    449	    547	      11.4	        54
     4457	    441	    558	       4.9	       112
     4458	    437	    556	       6.4	        68
     4459	    434	    546	      9.95	        61
     4460	    443	    537	      14.4	        46
     4461	    370	    481	      6.78	        33
     4462	    370	    488	      7.55	        49
     4463	    363	    484	      5.66	        47
     4464	    363	    477	      7.55	        19
     4465	    364	    467	      9.33	        19
     4466	    659	    723	      3.46	      17.5
     4467	    657	    718	      2.83	       104
     4468	    658	    713	         6	      95.5
     4469	    646	    737	      7.81	        19
     4470	    651	    729	      5.39	        19
     4471	    649	    726	      4.36	        19
     4472	    648	    720	         3	       117
     4473	    672	    727	      2.45	        53
     4474	    611	    129	       4.9	       116
     4475	    612	    120	      3.74	       132
     4476	    599	    119	      8.25	        19
     4477	    608	    119	      4.69	        24
     4478	    601	     27	      33.3	        19
     4479	    608	     60	      24.1	        19
     4480	    662	     49	      4.24	       107
     4481	    663	     54	      5.29	      97.5
     4482	    659	     52	      3.87	       114
     4483	    659	     46	      2.65	       134
     4484	    661	     44	      2.65	       141
     4485	    650	     51	       6.4	        17
     4486	    649	     56	      4.58	        20
     4487	    655	     33	      10.7	        20
     4488	    763	    108	      3.87	        98
     4489	    762	    112	      3.32	        85
     4490	    758	    114	      2.83	      18.5
     4491	    759	    111	         3	       103
     4492	    752	    119	         3	       138
     4493	    750	    115	      2.24	        18
     4494	    749	    113	      2.45	        16
     4495	    756	    109	      2.83	      96.5
     4496	    756	    113	      2.83	      47.5
     4497	    770	     80	      5.83	       146
     4498	    766	     81	      3.46	       144
     4499	    762	     78	      2.45	      14.5
     4500	    757	     79	      4.24	        18
     4501	    758	     74	      2.65	        18
     4502	    760	     70	      2.83	      83.5
     4503	    768	     69	      3.74	       150
     4504	    767	     73	      3.61	       136
     4505	    761	     68	      2.45	       144
     4506	    712	     62	      6.56	        19
     4507	    708	     57	      5.57	        19
     4508	    682	     48	      4.47	      17.5
     4509	    675	     48	      2.83	       108
     4510	    679	     45	      2.45	        86
     4511	    689	     25	       9.7	        19
     4512	    681	     37	      4.47	        34
     4513	    684	     33	      8.25	        19
     4514	    687	     43	      7.35	        19
     4515	    681	     43	      3.74	        20
     4516	    677	     40	      2.24	       150
     4517	    680	     38	      2.83	       111
     4518	    548	    162	      11.1	        19
     4519	    574	    121	      3.87	        12
     4520	    571	    115	      3.16	       150
     4521	    587	    111	      5.83	        20
     4522	    582	    114	      5.39	        25
     4523	    584	    109	         3	       150
     4524	    552	    128	      5.39	        21
     4525	    555	    125	      3.16	       150
     4526	    563	    122	      3.16	       146
     4527	    561	    120	      3.32	       146
     4528	    572	    120	      2.83	       122
     4529	    567	    121	      3.16	       138
     4530	    566	    117	         3	       150
     4531	    568	    115	      3.16	       150
     4532	    761	    125	       5.2	       137
     4533	    758	    120	      3.74	       104
     4534	    763	    118	         3	       139
     4535	    791	    118	      3.87	        18
     4536	    782	    115	      3.46	        60
     4537	    782	    112	      2.83	      24.5
     4538	    789	     55	      8.54	       136
     4539	    781	     47	      3.87	       141
     4540	    781	     43	      4.69	        24
     4541	    774	     52	         4	        99
     4542	    782	     52	      5.29	       148
     4543	    759	     62	         4	        19
     4544	    758	     58	      6.08	        19
     4545	    757	     51	      8.66	        19
     4546	    738	     31	      10.9	        19
     4547	    526	    416	      10.5	        19
     4548	    516	    409	      10.2	        19
     4549	    516	    421	      9.33	        19
     4550	    512	    414	      7.42	        19
     4551	    485	    148	      7.68	       127
     4552	    478	    148	      7.94	        87
     4553	    474	    139	      6.48	       114
     4554	    476	    133	      5.66	      81.5
     4555	    481	    140	      6.48	       104
     4556	    383	    109	         5	        88
     4557	    380	    114	      5.48	        17
     4558	    370	    114	      13.7	        19
     4559	    385	     99	      4.24	       150
     4560	    382	    104	      4.47	      74.5
     4561	    581	    539	      12.2	        19
     4562	    569	    523	      5.48	        55
     4563	    576	    523	      5.92	        46
     4564	    758	    508	      7.68	        19
     4565	    761	    503	      4.69	      47.5
     4566	    494	    227	      4.58	        58
     4567	    491	    224	      3.46	        51
     4568	    491	    219	      4.24	        68
     4569	    500	    203	      6.24	        19
     4570	    495	    206	      3.61	        19
     4571	    500	    193	      10.5	        19
     4572	    494	    207	      2.65	        99
     4573	    491	    205	      5.29	        19
     4574	    490	    179	      6.71	        20
     4575	    494	    174	      6.56	        18
     4576	    487	    175	      3.16	       150
     4577	    495	    170	      5.92	        19
     4578	    484	    172	      4.47	       150
     4579	    481	    165	      7.28	       105
     4580	    486	    162	      5.92	        86
     4581	    491	    161	      4.24	       141
     4582	    488	    157	      6.63	       110
     4583	    449	    150	       4.8	        27
     4584	    333	    153	      14.3	        19
     4585	    332	    176	       4.9	      92.5
     4586	    285	    163	      7.28	        19
     4587	    275	    174	      3.32	       150
     4588	    277	    163	      7.62	        19
     4589	    272	    175	      3.87	       149
     4590	    266	    182	       8.6	      65.5
     4591	    263	    173	      6.08	       128
     4592	    271	    166	      3.87	        16
     4593	    271	    162	      4.47	        19
     4594	    268	    165	      3.16	       141
     4595	    260	    169	         6	       104
     4596	    255	    163	      8.06	        62
     4597	    257	    158	      6.78	      80.5
     4598	    263	    159	       5.2	       105
     4599	    267	    160	      4.12	       150
     4600	    271	    157	      5.39	        19
     4601	    266	    155	         5	        67
     4602	    269	    152	      3.16	       150
     4603	    295	    125	      19.3	        19
     4604	    294	     99	      15.8	        19
     4605	    276	    109	      9.33	        19
     4606	    276	     98	       5.2	        27
     4607	    282	     92	       9.8	        19
     4608	    289	     85	      17.8	        19
     4609	    272	     95	         5	        75
     4610	    270	     94	         4	       150
     4611	    305	     26	        44	        19
     4612	    136	    263	      7.42	        19
     4613	    153	    273	      6.16	       103
     4614	    149	    280	      5.29	       105
     4615	    259	    332	       4.9	       102
     4616	    254	    343	      8.49	        19
     4617	    461	    413	      5.57	        18
     4618	    454	    415	         3	        67
     4619	    198	    415	      12.7	        19
     4620	    118	    380	      4.47	      16.5
     4621	    115	    379	      4.47	      65.5
     4622	    646	    719	      2.83	      65.5
     4623	    644	    729	      6.56	        19
     4624	    641	    721	      3.87	        18
     4625	     80	    511	      22.4	        19
     4626	     76	    485	        10	        19
     4627	     30	    172	      6.16	        20
     4628	    160	    514	      34.7	        19
     4629	    145	    551	      45.5	        19
     4630	    121	    527	      29.4	        19
     4631	    754	    741	      2.24	       106
     4632	    751	    746	       5.2	        19
     4633	    763	    746	      6.32	        19
     4634	    760	    761	      8.89	        19
     4635	    756	    741	      3.32	        18
     4636	    638	     71	      7.68	        19
     4637	    648	     64	      3.16	      73.5
     4638	    650	     62	      3.32	       123
     4639	    647	     60	      3.87	       128
     4640	    645	     61	         4	        26
     4641	    639	     61	      7.07	        20
     4642	    673	     72	      2.45	       106
     4643	    674	     64	         3	       127
     4644	    672	     70	      2.65	        17
     4645	    671	     67	      3.32	        23
     4646	    559	     78	      7.68	        19
     4647	    545	     78	      2.45	      81.5
     4648	    547	    101	         3	        37
     4649	    546	     99	      2.45	       150
     4650	    776	    127	      3.87	       143
     4651	    771	    121	      3.87	       103
     4652	    766	    122	         4	       138
     4653	    772	    117	      3.32	        18
     4654	    766	    119	         3	       127
     4655	    765	    112	      3.46	       116
     4656	    770	    112	      2.24	       122
     4657	    770	    115	         3	        14
     4658	    767	    108	      4.12	        99
     4659	    509	    215	      3.16	      54.5
     4660	    507	    209	         4	        16
     4661	    120	    280	      4.24	       100
     4662	    310	    362	      3.74	      15.5
     4663	    706	    617	      7.68	        20
     4664	    637	    729	      6.08	        18
     4665	    488	     61	         3	       150
     4666	    488	     65	      3.61	        19
     4667	    482	     66	      4.69	        24
     4668	    483	     60	      3.32	       114
     4669	    488	     57	      4.36	       141
     4670	    490	     65	      3.61	        19
     4671	    491	     60	      3.74	       143
     4672	    491	     43	      8.77	        19
     4673	    483	     56	      3.61	       111
     4674	    464	     24	      21.1	        19
     4675	    486	     51	      4.58	       126
     4676	    505	     22	      14.4	        19
     4677	    504	     39	      4.69	        17
     4678	    505	     42	      3.61	       150
     4679	    460	    192	         4	       140
     4680	    461	    201	       5.1	        14
     4681	    454	    201	      6.32	       114
     4682	    287	    173	      5.48	        19
     4683	    279	    185	      8.54	        80
     4684	    270	    187	      10.9	        80
     4685	    275	    177	      5.48	      87.5
     4686	    284	    169	      6.63	        19
     4687	    222	    379	      6.93	        19
     4688	    218	    374	      4.58	        19
     4689	    235	    363	       4.8	        95
     4690	    251	    354	      10.9	        19
     4691	    428	    419	      3.32	        20
     4692	    427	    422	      4.12	        24
     4693	    424	    423	      3.87	        93
     4694	    422	    420	         3	        89
     4695	    427	    417	      3.46	        17
     4696	    659	    739	      8.77	        19
     4697	    650	    742	      11.7	        19
     4698	    660	    729	      2.83	        78
     4699	    665	    721	         3	        92
     4700	    661	    714	      4.47	       109
     4701	    665	    714	      5.48	       110
     4702	     35	    412	       4.9	        19
     4703	    642	     82	      3.32	        18
     4704	    633	     88	      3.61	        78
     4705	    621	     84	      9.11	        19
     4706	    746	    119	      3.46	      26.5
     4707	    745	    124	      4.58	        93
     4708	    738	    120	      4.58	        19
     4709	    741	    117	      4.36	        21
     4710	    734	    126	      3.32	       150
     4711	    735	    143	      14.3	        97
     4712	    728	    127	      3.46	       129
     4713	    731	    103	      6.08	        20
     4714	    773	     86	      6.63	       138
     4715	    767	     88	      4.24	       106
     4716	    763	     84	         3	        17
     4717	    764	     89	      2.83	      88.5
     4718	    762	     91	      3.16	       133
     4719	    759	     90	      2.24	        28
     4720	    763	     86	      2.45	       134
     4721	    738	     84	      6.63	        19
     4722	    747	     86	      3.61	        17
     4723	    747	     95	      4.12	        22
     4724	    741	     97	      5.66	        19
     4725	    742	     76	      6.16	        20
     4726	    735	     69	      8.54	        19
     4727	    756	     70	      3.32	        51
     4728	    756	     74	         2	      19.5
     4729	    751	     72	         3	        18
     4730	    753	     69	      3.46	       118
     4731	    745	     73	      2.83	       110
     4732	    742	     69	       5.2	        18
     4733	    750	     65	      6.63	        19
     4734	    749	     71	      3.46	        19
     4735	    744	     68	      4.69	      22.5
     4736	    676	     89	      3.46	       140
     4737	    514	    117	       4.8	        18
     4738	    504	    111	      9.27	        19
     4739	    515	    110	      6.78	        19
     4740	    517	    115	      4.58	       127
     4741	    524	    111	         4	        76
     4742	    516	    105	      8.49	        19
     4743	    561	    164	      8.72	        19
     4744	    560	    154	      11.6	        19
     4745	    570	    157	      7.28	        19
     4746	    576	    163	       4.8	        20
     4747	    579	    167	       4.9	        98
     4748	    561	    171	      5.92	        23
     4749	    559	    174	      4.69	      95.5
     4750	    583	    106	         3	       150
     4751	    580	    108	      3.16	       150
     4752	    578	    106	         4	        19
     4753	    577	    101	      6.16	        19
     4754	    582	    103	      4.36	        21
     4755	    577	    110	      3.61	        20
     4756	    570	    111	      4.47	        20
     4757	    571	    105	      6.93	        19
     4758	    768	     66	      3.16	       139
     4759	    762	     65	      3.16	      19.5
     4760	    582	    466	         7	        20
     4761	    576	    551	        12	        19
     4762	    450	    437	       5.1	        17
     4763	    517	    193	      5.39	        19
     4764	    466	    165	      7.28	       140
     4765	    457	    174	       5.2	        84
     4766	    455	    169	      4.12	       105
     4767	    456	    165	      3.74	        88
     4768	    444	    150	      6.71	        19
     4769	    443	    156	      2.83	       109
     4770	    424	    177	      3.46	       109
     4771	    416	    180	      7.28	        19
     4772	    420	    166	      6.71	        19
     4773	    377	    186	       6.4	        20
     4774	    402	    156	         4	        18
     4775	    403	    163	      7.87	        19
     4776	    400	    156	      2.45	      62.5
     4777	    274	    138	      11.9	        19
     4778	    264	     95	      2.65	       112
     4779	    261	     93	      7.87	        19
     4780	    253	    109	      11.2	        19
     4781	    241	     94	      11.5	        19
     4782	    202	     77	      4.36	       134
     4783	    223	    314	      5.92	        19
     4784	    218	    315	      6.71	        19
     4785	    145	    344	       4.8	        27
     4786	    169	    283	      4.24	        19
     4787	    446	    438	      6.32	        20
     4788	    461	    550	        13	      57.5
     4789	    458	    566	      6.56	        88
     4790	    451	    567	      3.87	        75
     4791	    449	    565	      3.46	      83.5
     4792	    340	    493	      4.47	        86
     4793	    339	    498	      4.36	        84
     4794	    318	    545	      4.24	      52.5
     4795	    309	    546	      14.2	        19
     4796	    149	    435	      2.83	       106
     4797	    156	    409	      8.43	        88
     4798	    148	    403	      5.57	        79
     4799	    150	    399	      5.29	        74
     4800	    141	    378	      5.74	        69
     4801	     90	    424	         3	        30
     4802	    118	    473	      5.74	        68
     4803	    124	    471	      5.92	        20
     4804	    720	    737	      3.74	        85
     4805	    719	    741	         3	       101
     4806	     26	    157	      2.83	        71
     4807	     15	    153	      8.77	        19
     4808	     22	    150	      6.24	        19
     4809	     26	    145	      5.57	        45
     4810	     30	    147	      5.66	        84
     4811	     18	    140	      8.83	        19
     4812	     41	    133	      10.9	        95
     4813	     30	    135	      4.58	        81
     4814	     39	    124	       8.6	      88.5
     4815	     23	    164	         4	      74.5
     4816	      8	    178	      16.2	        19
     4817	      9	    163	      13.1	        19
     4818	    785	    764	      9.38	        18
     4819	    771	    747	      4.12	        17
     4820	    758	    736	      3.61	        18
     4821	    759	    728	       4.9	       100
     4822	     10	    399	         5	        19
     4823	    131	    283	      6.08	        22
     4824	    469	    402	      4.47	      21.5
     4825	    468	    397	         4	      86.5
     4826	      8	    356	      4.12	        80
     4827	      5	    358	      2.83	      74.5
     4828	      4	    355	      2.83	      78.5
     4829	    674	    750	      12.4	        19
     4830	    672	    763	      13.5	        18
     4831	    656	    755	      17.3	        19
     4832	    666	    743	      9.54	        19
     4833	    673	    740	      6.32	        19
     4834	    668	    737	      5.39	        21
     4835	    661	    720	      3.46	      11.5
     4836	    747	    114	         3	        26
     4837	    747	    119	      2.65	       123
     4838	    711	     72	      7.48	        19
     4839	    469	    425	      3.61	        23
     4840	    477	    405	         5	        18
