
***             Voronoi Diagram k = 2444         ***
index	sx	sy	ls	mi
     1880	    587	    418	      30.3	  6.25e+08
     1881	    567	    437	      21.2	  6.52e+08
     1882	    458	    444	       9.8	  6.75e+08
     1883	    447	    458	      11.7	  6.69e+08
     1884	    508	    484	      7.48	  7.08e+08
     1885	    481	    509	      13.6	  7.06e+08
     1886	    456	    488	      12.6	  7.08e+08
     1887	    286	    458	      23.6	  4.02e+08
     1888	    322	    453	      18.8	  4.57e+08
     1889	    344	    567	        20	  6.15e+08
     1890	    304	    559	      18.5	  5.41e+08
     1891	    487	    602	      10.5	  6.56e+08
     1892	    480	    607	      8.31	  6.59e+08
     1893	    504	    470	      8.25	  7.17e+08
     1894	    277	    310	         5	  1.23e+09
     1895	    567	    260	      18.3	  5.14e+08
     1896	    558	    272	      17.4	  5.39e+08
     1897	    472	    477	      6.86	  7.35e+08
     1898	    330	    233	      5.92	  7.61e+08
     1899	    338	    233	      5.92	  7.63e+08
     1900	    414	    457	      18.4	  6.67e+08
     1901	    392	    471	      18.7	  6.37e+08
     1902	    392	    456	        17	  5.95e+08
     1903	    531	    614	      6.08	  6.92e+08
     1904	    522	    595	      12.2	  6.77e+08
     1905	    496	    613	      6.63	  6.74e+08
     1906	    408	    612	        10	  6.44e+08
     1907	    415	    602	      14.1	  6.53e+08
     1908	    442	    615	         4	  6.61e+08
     1909	    296	    592	      14.6	  5.59e+08
     1910	    499	    275	      17.8	  4.71e+08
     1911	    497	    286	      11.2	  4.93e+08
     1912	    347	    615	       5.1	  6.21e+08
     1913	    572	    613	      9.54	  6.52e+08
     1914	    550	    613	      6.48	  6.67e+08
     1915	    537	    476	      14.3	  6.79e+08
     1916	    323	    614	      5.66	  5.67e+08
     1917	    334	    612	      7.42	  5.86e+08
     1918	    472	    611	      8.43	  6.76e+08
     1919	    542	    607	      8.31	  6.59e+08
     1920	    512	    611	         6	  6.59e+08
     1921	    501	    609	      7.07	   6.7e+08
     1922	    503	    598	      12.5	  6.65e+08
     1923	    510	    600	      8.43	  6.56e+08
     1924	    522	    611	      6.56	  6.61e+08
     1925	    517	    612	      6.48	  6.98e+08
     1926	    516	    596	      11.4	   6.7e+08
     1927	    629	    488	        21	  5.95e+08
     1928	    162	    484	      16.2	  2.94e+08
     1929	    157	    471	        12	  2.99e+08
     1930	    110	    610	      23.5	  2.04e+08
     1931	    362	    492	      19.9	     6e+08
     1932	    331	    432	      23.8	  4.46e+08
     1933	    310	    431	      20.2	  4.18e+08
     1934	    195	    398	      9.17	  4.45e+08
     1935	    201	    394	      10.1	  4.76e+08
     1936	    331	    592	        12	  5.72e+08
     1937	    512	    395	      15.4	   6.4e+08
     1938	    493	    393	      9.27	   6.7e+08
     1939	    469	    442	      10.9	  6.57e+08
     1940	    364	    206	      8.83	  6.81e+08
     1941	    333	    344	      3.87	  9.46e+08
     1942	    197	    459	      11.6	     4e+08
     1943	    193	    377	      7.55	  3.38e+08
     1944	    192	    384	      7.68	   3.6e+08
     1945	    184	    386	      7.62	  2.74e+08
     1946	     56	    319	      80.3	  1.45e+08
     1947	    153	    365	      38.1	  1.49e+08
     1948	    212	    389	      11.3	  5.55e+08
     1949	    202	    387	      8.37	  4.54e+08
     1950	    203	    380	      8.37	  4.69e+08
     1951	    225	    356	      8.31	  7.57e+08
     1952	    483	    141	      6.93	   4.2e+08
     1953	    422	    198	      5.39	  1.28e+09
     1954	    312	    371	      5.74	  6.55e+08
     1955	    457	    127	      4.24	  3.38e+08
     1956	    454	    127	      3.87	  3.33e+08
     1957	    452	    123	         8	  2.22e+08
     1958	    392	    161	      3.74	  3.48e+08
     1959	    401	    240	      5.29	  1.01e+09
     1960	    433	    179	      5.48	  1.29e+09
     1961	    497	    453	       4.8	  7.32e+08
     1962	    426	    199	      5.66	  1.13e+09
     1963	    354	    231	      6.86	  8.59e+08
     1964	    336	    203	      6.93	  2.36e+08
     1965	    393	    289	      6.78	  5.21e+08
     1966	    262	    310	      5.83	  1.13e+09
     1967	    233	    293	      4.12	  2.75e+08
     1968	    382	    305	         8	  4.95e+08
     1969	    609	    597	      16.9	   6.2e+08
     1970	    517	    323	      16.5	  5.86e+08
     1971	    496	    333	      20.2	  5.73e+08
     1972	    471	    280	      20.1	  4.45e+08
     1973	    496	    441	      7.62	  7.09e+08
     1974	    498	    434	      8.25	  7.06e+08
     1975	    347	    470	      11.3	  5.19e+08
     1976	    483	    470	      5.39	     7e+08
     1977	    596	    599	      15.6	  6.39e+08
     1978	    441	    130	         5	  2.92e+08
     1979	    477	    466	       5.2	  7.27e+08
     1980	    470	    182	         9	  4.46e+08
     1981	    422	    222	         6	  9.67e+08
     1982	    292	    288	      3.46	  1.28e+09
     1983	    608	    484	      18.9	  6.29e+08
     1984	    473	    420	      13.9	  6.86e+08
     1985	    433	    424	      20.3	  6.28e+08
     1986	    521	    491	      12.4	  6.71e+08
     1987	    513	    497	      10.8	  6.72e+08
     1988	    475	    523	      21.3	  6.81e+08
     1989	    471	    488	      10.4	  7.23e+08
     1990	    467	    505	      14.4	  7.04e+08
     1991	    463	    495	      10.7	  7.22e+08
     1992	    316	    467	      14.5	  4.56e+08
     1993	    307	    457	      16.3	   4.4e+08
     1994	    482	    612	      5.29	   6.5e+08
     1995	    227	    431	      4.58	  6.89e+08
     1996	    221	    429	      7.81	  5.43e+08
     1997	    231	    433	      5.57	  4.51e+08
     1998	    559	    290	      19.8	  5.79e+08
     1999	    455	    475	      8.66	  6.89e+08
     2000	    422	    485	      22.6	  6.64e+08
     2001	    470	    460	       8.6	   6.8e+08
     2002	    462	    451	      8.31	  6.34e+08
     2003	    489	    433	      10.7	  6.89e+08
     2004	    494	    606	      8.77	  6.63e+08
     2005	    503	    248	      25.8	  4.35e+08
     2006	    276	    402	         7	  5.23e+08
     2007	    531	    544	      20.8	  6.62e+08
     2008	    503	    535	      21.9	  6.67e+08
     2009	    555	    422	      20.4	  6.69e+08
     2010	    528	    431	      9.43	  7.06e+08
     2011	    518	    413	         9	  6.81e+08
     2012	    532	    401	      18.4	  6.84e+08
     2013	    461	    434	      13.3	  6.78e+08
     2014	    331	    552	        20	   6.1e+08
     2015	    559	    489	      22.6	   6.4e+08
     2016	    552	    457	      12.9	  6.65e+08
     2017	    266	    316	      6.63	  1.13e+09
     2018	    358	    439	      22.4	  4.96e+08
     2019	    431	    280	      23.3	  4.27e+08
     2020	    263	    358	      5.66	  1.55e+09
     2021	    506	    349	      19.3	  6.28e+08
     2022	    352	    463	        12	   5.2e+08
     2023	    340	    613	      7.21	  6.17e+08
     2024	    314	    609	      7.42	  5.76e+08
     2025	    582	    610	      9.95	   6.5e+08
     2026	    590	    612	       9.7	  6.23e+08
     2027	    521	    428	      7.48	  7.19e+08
     2028	    295	    489	      23.2	  4.39e+08
     2029	    514	    100	      14.6	  1.62e+08
     2030	    514	    117	      12.2	  3.11e+08
     2031	    517	    138	      17.4	  3.29e+08
     2032	    500	    315	      15.4	  5.47e+08
     2033	    488	    309	      14.3	  5.08e+08
     2034	    576	    467	      17.3	  6.38e+08
     2035	    480	    429	      12.4	  6.48e+08
     2036	    449	    445	      11.1	  6.91e+08
     2037	    441	    449	      12.4	  6.83e+08
     2038	    296	    577	      19.1	   5.3e+08
     2039	    468	    568	      23.1	  6.55e+08
     2040	    475	    597	      13.7	  6.59e+08
     2041	    545	    277	      19.2	  5.36e+08
     2042	    506	    421	      9.06	  6.69e+08
     2043	    404	    445	      18.9	  6.06e+08
     2044	    322	    586	      12.6	  5.83e+08
     2045	    308	    584	      12.6	  5.72e+08
     2046	    315	    577	      11.1	  5.97e+08
     2047	    491	    299	      13.5	  4.98e+08
     2048	    346	    610	      6.93	  6.21e+08
     2049	    352	    612	      7.42	   6.3e+08
     2050	    318	    613	      6.08	  5.54e+08
     2051	    509	    614	      5.29	  7.05e+08
     2052	    505	    611	         7	  6.59e+08
     2053	    529	    606	      9.33	  6.84e+08
     2054	    516	    605	      8.19	  6.74e+08
     2055	    633	     86	      17.2	  2.45e+08
     2056	    573	     70	      16.9	   1.5e+08
     2057	    461	    606	      8.89	  6.66e+08
     2058	    517	    311	      13.4	  5.74e+08
     2059	    529	    292	      20.1	  5.44e+08
     2060	    518	    336	      20.1	   6.2e+08
     2061	    221	    394	      11.2	  5.93e+08
     2062	    452	    590	        16	  6.61e+08
     2063	    425	    248	      11.9	  4.42e+08
     2064	    404	    227	      6.16	  1.07e+09
     2065	    401	    224	      5.29	  1.17e+09
     2066	    201	    411	      13.5	  4.86e+08
     2067	    186	    413	      12.3	  3.83e+08
     2068	    176	    419	      10.1	  3.31e+08
     2069	    160	    412	      16.1	  1.64e+08
     2070	     65	    371	        64	  1.46e+08
     2071	    167	    405	      11.2	  1.95e+08
     2072	    228	    426	       5.1	  6.85e+08
     2073	    219	    420	        11	  5.68e+08
     2074	    197	    361	      6.24	  3.58e+08
     2075	    195	    366	      6.56	  3.43e+08
     2076	    135	    325	      62.5	  1.47e+08
     2077	    191	    355	      7.28	  1.98e+08
     2078	    211	    448	      7.81	  4.49e+08
     2079	    208	    440	      11.7	  4.37e+08
     2080	    411	    224	      7.28	  1.02e+09
     2081	    502	    579	      21.7	  6.59e+08
     2082	    384	    153	      10.5	  1.86e+08
     2083	    386	    253	      4.69	  1.47e+09
     2084	    346	    342	       5.2	  5.73e+08
     2085	    358	    347	      13.2	  4.38e+08
     2086	    441	    190	      7.14	   1.1e+09
     2087	    441	    183	      6.24	  1.19e+09
     2088	    363	    222	      7.07	   7.8e+08
     2089	    336	    359	      7.68	  4.94e+08
     2090	    252	    390	      4.24	  1.17e+09
     2091	    355	    508	        23	  6.12e+08
     2092	    496	    448	      5.66	  7.32e+08
     2093	    232	    426	      3.16	  6.47e+08
     2094	    227	    416	      7.55	  6.37e+08
     2095	    239	    412	      5.74	  7.87e+08
     2096	    233	    400	      7.81	  7.02e+08
     2097	    315	    220	      6.24	  2.46e+08
     2098	    429	    156	      3.61	  1.74e+09
     2099	    469	    194	      9.27	  4.14e+08
     2100	    439	    161	      5.29	  1.53e+09
     2101	    492	    160	      14.7	  3.66e+08
     2102	    454	    614	         6	   6.3e+08
     2103	    427	    442	      18.4	   6.6e+08
     2104	    457	    419	        18	  6.67e+08
     2105	    442	    562	      26.6	  6.79e+08
     2106	    224	    438	       4.8	  6.13e+08
     2107	    374	    364	      24.7	  4.45e+08
     2108	    350	    349	      9.22	  4.61e+08
     2109	    374	    477	      19.4	  6.01e+08
     2110	    392	    498	      29.3	  6.61e+08
     2111	    553	    518	        24	  6.51e+08
     2112	    532	    507	      19.3	  6.55e+08
     2113	    323	    252	      6.24	  8.86e+08
     2114	    245	    606	      16.6	  4.61e+08
     2115	    203	    502	      16.9	  3.27e+08
     2116	    196	    492	      7.55	  4.57e+08
     2117	    578	    373	      35.6	  6.48e+08
     2118	    493	    491	      10.9	  6.98e+08
     2119	    301	    506	      24.1	  4.73e+08
     2120	    297	    443	      19.3	  4.03e+08
     2121	    335	    228	      6.24	  7.09e+08
     2122	    490	    589	      17.1	  6.48e+08
     2123	    525	    615	      5.39	  6.85e+08
     2124	    635	    409	      29.9	  5.46e+08
     2125	    502	    393	      12.5	  6.63e+08
     2126	    494	    401	      9.85	  6.68e+08
     2127	    401	    234	      6.78	  1.08e+09
     2128	    401	    290	      13.5	  4.31e+08
     2129	    266	    611	      16.1	  5.09e+08
     2130	    459	    614	       6.4	   6.5e+08
     2131	    505	    509	      13.2	  6.82e+08
     2132	    455	    504	      15.6	  7.21e+08
     2133	    238	    439	        11	  3.73e+08
     2134	    232	    429	      4.24	  5.34e+08
     2135	    438	    480	      16.3	   6.7e+08
     2136	    293	    612	      9.54	  5.59e+08
     2137	    272	    403	      7.48	  5.85e+08
     2138	    560	    474	        17	  6.48e+08
     2139	    272	    305	      4.69	  1.19e+09
     2140	    585	    583	      21.7	  6.53e+08
     2141	    628	    426	      25.5	  5.61e+08
     2142	    320	    490	        21	  4.91e+08
     2143	    588	    462	      17.5	  6.34e+08
     2144	    303	    473	      18.3	  4.48e+08
     2145	    520	    478	      11.4	  6.81e+08
     2146	    499	    426	      9.43	  6.78e+08
     2147	    344	    451	      18.3	  4.75e+08
     2148	    292	    401	      11.6	   4.3e+08
     2149	    305	    413	      17.8	  4.01e+08
     2150	    275	    429	      19.2	  3.76e+08
     2151	    269	    411	      13.6	  4.52e+08
     2152	    320	    216	      6.08	  2.46e+08
     2153	    427	    187	       5.2	  1.31e+09
     2154	    420	    294	      20.3	  4.24e+08
     2155	    398	    280	      8.12	  5.24e+08
     2156	    377	    452	      18.9	  5.61e+08
     2157	    421	    265	      14.4	  4.18e+08
     2158	    434	    260	      17.1	  4.15e+08
     2159	    637	    306	      19.3	  5.13e+08
     2160	    414	    141	       6.4	  2.48e+08
     2161	    230	    299	      3.46	  3.39e+08
     2162	    226	    294	      7.55	  2.32e+08
     2163	    219	    305	      7.87	  2.27e+08
     2164	    273	    382	      3.32	  9.37e+08
     2165	    534	    586	      17.8	  6.95e+08
     2166	    461	    125	      5.83	  2.81e+08
     2167	    363	    184	      4.58	  2.96e+08
     2168	    347	    249	       4.8	  1.06e+09
     2169	    211	    337	      3.46	  4.69e+08
     2170	    610	    466	      16.6	  6.04e+08
     2171	    159	    455	      10.4	     3e+08
     2172	     95	    440	      50.6	  1.46e+08
     2173	    162	    445	      9.43	  2.91e+08
     2174	    480	    474	      5.57	  7.19e+08
     2175	    365	    342	      11.8	  4.47e+08
     2176	    214	    461	      4.69	  5.53e+08
     2177	    353	    594	      13.3	   6.2e+08
     2178	    519	    232	      29.3	  4.19e+08
     2179	    407	    542	      33.2	  6.84e+08
     2180	    426	    575	      21.3	  6.67e+08
     2181	    435	    597	      15.8	  6.42e+08
     2182	    556	    246	      23.6	  4.81e+08
     2183	    491	    359	      21.3	  6.05e+08
     2184	    634	    271	      28.7	  4.71e+08
     2185	    568	    451	      17.4	  6.44e+08
     2186	    561	    462	      12.6	   6.4e+08
     2187	    513	    420	      9.11	  6.98e+08
     2188	    512	    279	      18.1	  4.95e+08
     2189	    119	    461	      27.4	  1.48e+08
     2190	    156	    462	      10.4	   2.9e+08
     2191	    577	    519	      35.3	   6.6e+08
     2192	    248	    339	      8.43	  1.05e+09
     2193	    256	    595	      22.9	   4.6e+08
     2194	    480	    486	      9.49	  7.07e+08
     2195	    505	    117	      8.66	     3e+08
     2196	    499	    108	      10.3	  1.69e+08
     2197	    594	     88	      21.4	  2.74e+08
     2198	    558	     89	      15.3	  1.65e+08
     2199	    643	    285	        21	  4.84e+08
     2200	    301	    611	      10.7	  5.64e+08
     2201	    344	    360	      14.2	  4.36e+08
     2202	    646	    298	      14.9	  4.75e+08
     2203	    630	    241	      41.1	  4.49e+08
     2204	    431	    459	      17.5	  6.81e+08
     2205	    477	    375	      21.1	  5.99e+08
     2206	    465	    386	      21.4	  6.06e+08
     2207	    467	    402	      17.3	  6.55e+08
     2208	    235	    608	      13.9	  4.33e+08
     2209	    214	    606	      22.6	  3.84e+08
     2210	    649	    610	      11.6	  5.51e+08
     2211	    363	    542	      26.8	  6.34e+08
     2212	    378	    523	      28.8	  6.46e+08
     2213	    646	    502	      30.1	  5.82e+08
     2214	    636	    470	      23.6	  5.73e+08
     2215	    486	    391	        14	  6.58e+08
     2216	    494	    554	      26.2	  6.57e+08
     2217	    466	    611	      7.35	  6.29e+08
     2218	    284	    612	      11.7	  5.57e+08
     2219	    528	    268	      25.3	  4.91e+08
     2220	    636	    612	      8.66	  5.67e+08
     2221	    143	    537	        36	  2.55e+08
     2222	     88	    526	      55.1	  1.47e+08
     2223	     39	    475	      71.8	  1.45e+08
     2224	    119	    496	      33.1	  1.53e+08
     2225	    159	    503	      21.7	  2.76e+08
     2226	    635	    357	        32	   5.3e+08
     2227	    503	    410	        12	  6.34e+08
     2228	    208	    324	      7.87	  2.11e+08
     2229	    200	    314	      13.1	  1.69e+08
     2230	    212	    318	      6.71	  2.21e+08
     2231	    379	    298	       5.1	   7.3e+08
     2232	    386	    571	      27.7	  6.69e+08
     2233	    256	    408	        10	  5.18e+08
     2234	    206	    368	      6.08	  5.17e+08
     2235	    204	    373	      6.93	  4.78e+08
     2236	    198	    372	      6.78	   3.7e+08
     2237	    202	    364	      6.24	  4.04e+08
     2238	    193	    444	      15.8	   3.8e+08
     2239	    237	    389	      5.92	  8.27e+08
     2240	    324	    236	      5.48	  8.01e+08
     2241	    251	    366	      4.24	  1.44e+09
     2242	    296	    234	      6.24	   2.4e+08
     2243	    487	    126	       6.4	   3.5e+08
     2244	    481	    121	         8	  2.33e+08
     2245	    590	    285	      21.7	  5.57e+08
     2246	    560	    311	        23	  6.15e+08
     2247	    389	    293	      5.39	   5.2e+08
     2248	    361	    614	      7.62	  6.19e+08
     2249	    298	    389	      7.81	  4.87e+08
     2250	    256	    340	      7.75	  1.14e+09
     2251	    614	    509	      29.7	  6.33e+08
     2252	    503	    124	      10.2	  3.24e+08
     2253	    494	    123	      7.48	  3.17e+08
     2254	    493	    117	      7.48	  2.22e+08
     2255	    524	    443	      10.4	  6.87e+08
     2256	    494	    379	      16.6	  6.65e+08
     2257	    363	    567	      22.2	   6.1e+08
     2258	    529	    102	      13.8	  1.88e+08
     2259	    525	    126	      15.8	   3.2e+08
     2260	    502	     92	      22.4	  1.53e+08
     2261	    507	    109	        10	  1.87e+08
     2262	    408	    477	      19.7	  6.75e+08
     2263	    620	    102	      24.6	  2.75e+08
     2264	    607	     50	      32.3	  1.45e+08
     2265	    334	    513	      20.9	   5.6e+08
     2266	    328	    472	      15.8	  4.96e+08
     2267	    427	    184	       5.1	  1.36e+09
     2268	    409	    278	      14.2	  4.44e+08
     2269	    552	    563	      27.1	   6.8e+08
     2270	    267	    520	      37.4	  4.29e+08
     2271	    307	    534	      27.2	   5.2e+08
     2272	    141	    443	      22.3	  1.53e+08
     2273	    152	    435	        15	  1.66e+08
     2274	    161	    438	      8.49	  2.58e+08
     2275	    440	    580	      17.1	  6.75e+08
     2276	    339	    491	      19.9	  5.35e+08
     2277	    364	    588	      18.6	  6.49e+08
     2278	    415	    421	      26.1	  5.79e+08
     2279	    611	    308	      29.1	  5.49e+08
     2280	    603	    115	      25.6	  2.98e+08
     2281	    590	    133	      28.6	  3.22e+08
     2282	    585	     73	      21.5	  1.54e+08
     2283	    576	     26	      42.9	  1.42e+08
     2284	    566	     95	      12.7	  2.83e+08
     2285	    545	    100	      10.6	  2.63e+08
     2286	    526	     23	      42.2	  1.41e+08
     2287	    552	     63	      20.9	  1.47e+08
     2288	    563	    399	      29.1	  6.72e+08
     2289	    229	    601	      18.7	  4.06e+08
     2290	    645	    596	      19.8	  5.59e+08
     2291	    631	    603	      12.6	  5.75e+08
     2292	    445	    248	      18.8	  4.05e+08
     2293	    343	    228	      7.28	  7.42e+08
     2294	    387	    401	      32.3	  4.97e+08
     2295	    257	    421	      14.8	  4.05e+08
     2296	    226	    406	      10.6	  6.59e+08
     2297	    218	    439	      7.21	  4.97e+08
     2298	    354	    238	         6	   9.6e+08
     2299	    308	    390	      10.1	  4.41e+08
     2300	    524	    469	      10.3	  6.87e+08
     2301	    445	    398	      26.1	  5.94e+08
     2302	    419	    386	      33.3	   5.3e+08
     2303	    228	    444	      7.81	  3.92e+08
     2304	    510	    430	      9.64	  7.14e+08
     2305	    191	    404	        10	  4.05e+08
     2306	    616	    605	      8.19	  5.93e+08
     2307	    644	    562	      32.5	  5.83e+08
     2308	    144	    464	      14.6	  1.74e+08
     2309	    144	    455	      14.1	  1.68e+08
     2310	    564	    111	      20.5	  3.12e+08
     2311	    576	    141	      27.5	  3.35e+08
     2312	    553	     99	      11.7	  2.93e+08
     2313	    548	     46	      29.5	  1.44e+08
     2314	    581	    266	      22.3	   5.3e+08
     2315	    493	    131	      9.17	   3.6e+08
     2316	    488	    120	         7	  2.43e+08
     2317	    615	    538	      35.9	   6.3e+08
     2318	    545	    125	      19.5	  3.17e+08
     2319	    539	    149	      29.8	  3.46e+08
     2320	    521	    104	      10.7	  2.01e+08
     2321	    488	     35	      49.7	  1.42e+08
     2322	    522	     71	      32.1	  1.46e+08
     2323	    380	    207	         9	  7.23e+08
     2324	    621	    604	        10	  5.71e+08
     2325	    411	    581	      22.4	  6.62e+08
     2326	    411	    332	        30	  4.56e+08
     2327	    316	    203	      14.8	  1.68e+08
     2328	    307	    378	       5.2	   6.3e+08
     2329	    213	    406	      13.7	   5.6e+08
     2330	    214	    369	      8.43	  6.18e+08
     2331	    341	    256	      4.24	  1.11e+09
     2332	    282	    275	      4.12	     1e+09
     2333	    471	    125	      5.48	  3.01e+08
     2334	    469	    117	      8.43	  2.04e+08
     2335	    474	    112	      13.7	  1.67e+08
     2336	    275	    249	         7	  2.45e+08
     2337	    205	    473	      6.78	  5.18e+08
     2338	    214	    326	      3.61	  3.66e+08
     2339	    532	    195	      35.6	  3.78e+08
     2340	    451	    523	      24.4	  7.02e+08
     2341	    597	    454	        19	   6.2e+08
     2342	     80	    593	      49.2	  1.45e+08
     2343	    119	    593	      26.6	   2.3e+08
     2344	    206	    467	      7.81	  4.62e+08
     2345	    190	    389	      7.94	  3.64e+08
     2346	    183	    394	      9.64	  2.92e+08
     2347	    175	    383	      15.3	  1.75e+08
     2348	    610	    615	      3.74	  6.37e+08
     2349	    279	    600	      13.3	  5.29e+08
     2350	    612	    611	      6.32	  5.99e+08
     2351	    282	    559	      29.9	  4.84e+08
     2352	    505	    294	      12.2	  5.14e+08
     2353	    651	     74	        14	  1.93e+08
     2354	    618	     80	      22.7	  2.17e+08
     2355	    630	     59	      23.5	  1.51e+08
     2356	    220	    525	      36.2	  3.73e+08
     2357	    196	    500	      10.9	   3.3e+08
     2358	    358	    214	      9.49	  7.07e+08
     2359	    398	    355	      30.6	  4.71e+08
     2360	    644	    451	      24.6	  5.51e+08
     2361	    268	    481	      29.7	  4.05e+08
     2362	    316	    515	      20.5	  5.22e+08
     2363	    560	    140	      23.6	  3.34e+08
     2364	    628	    613	      7.35	  5.89e+08
     2365	    605	    271	      29.7	  5.23e+08
     2366	    426	    522	      30.4	  6.96e+08
     2367	    616	    615	      5.48	   5.8e+08
     2368	    533	    383	        25	  6.53e+08
     2369	    389	    432	      25.7	  5.39e+08
     2370	    642	    613	      8.25	  5.74e+08
     2371	    573	    284	      18.1	   5.8e+08
     2372	    525	    558	      21.2	  6.64e+08
     2373	    623	    612	      7.21	  5.75e+08
     2374	    628	    386	      36.9	  5.63e+08
     2375	    429	    206	      5.39	  9.95e+08
     2376	    180	    371	      13.9	  1.75e+08
     2377	    184	    363	      11.1	  1.78e+08
     2378	    369	    174	      7.68	  2.26e+08
     2379	    223	    302	      5.48	  2.63e+08
     2380	    226	    299	      4.36	  2.76e+08
     2381	    391	    157	      5.66	   2.6e+08
     2382	    606	    615	       4.9	  6.18e+08
     2383	    604	    568	      31.5	   6.4e+08
     2384	    196	    354	      6.32	  2.98e+08
     2385	    177	    348	      23.6	  1.58e+08
     2386	    188	    345	        12	  1.72e+08
     2387	    604	    609	         9	   6.4e+08
     2388	    464	    546	      25.5	  6.77e+08
     2389	    172	    466	      16.9	  3.36e+08
     2390	    213	    472	      8.77	  3.76e+08
     2391	    476	    193	      15.2	  3.81e+08
     2392	    489	    215	      26.5	  3.92e+08
     2393	    367	    231	      5.66	  9.55e+08
     2394	    253	    276	      3.61	  3.98e+08
     2395	    248	    270	         7	  2.33e+08
     2396	    339	    468	        14	  4.91e+08
     2397	    235	    291	      3.46	  3.22e+08
     2398	    231	    288	      7.62	  2.32e+08
     2399	    515	    522	      19.3	  6.63e+08
     2400	    576	     88	      15.4	  2.14e+08
     2401	    579	    103	      19.8	  2.98e+08
     2402	    565	     64	      20.3	  1.46e+08
     2403	    632	    190	      45.8	  3.75e+08
     2404	    494	    110	      9.49	  1.75e+08
     2405	    187	    428	      15.7	   3.8e+08
     2406	    547	     91	      12.2	  1.62e+08
     2407	    543	    109	      14.5	  2.95e+08
     2408	    537	     87	      18.7	  1.55e+08
     2409	    590	    486	      25.6	  6.33e+08
     2410	    645	    103	      27.3	   2.6e+08
     2411	    643	     79	      16.5	  2.26e+08
     2412	    646	     52	      25.3	  1.46e+08
     2413	    188	    498	      14.4	  3.13e+08
     2414	    192	    596	      32.4	  3.53e+08
     2415	    446	    316	      33.7	  4.75e+08
     2416	    598	    613	      8.06	  6.33e+08
     2417	    223	    473	      13.6	  3.47e+08
     2418	    163	    597	      32.3	  3.25e+08
     2419	    332	    206	      6.32	   2.3e+08
     2420	    256	    264	         7	  2.49e+08
     2421	    243	    260	        14	  1.73e+08
     2422	    249	    256	      12.9	  1.74e+08
     2423	    617	    476	        15	     6e+08
     2424	    471	    342	      27.5	   5.4e+08
     2425	    527	    115	      13.3	  3.09e+08
     2426	    494	    194	      24.3	  3.71e+08
     2427	    445	    359	        35	  5.26e+08
     2428	    137	    607	      24.8	  2.85e+08
     2429	    242	    361	      5.48	  9.62e+08
     2430	    580	    234	        34	  4.64e+08
     2431	    628	    144	      44.4	  3.17e+08
     2432	    205	    330	      7.87	  2.11e+08
     2433	    170	    436	       9.9	  3.14e+08
     2434	    160	    430	         9	  2.32e+08
     2435	    159	    423	      13.6	  1.75e+08
     2436	    172	    425	      9.22	  2.94e+08
     2437	    601	    211	        38	  4.18e+08
     2438	    176	    447	      16.2	  3.34e+08
     2439	    356	    178	      10.2	   1.9e+08
     2440	    357	    168	      16.9	  1.67e+08
     2441	    426	    123	      14.2	  1.76e+08
     2442	    145	    488	      19.8	  2.25e+08
     2443	    119	    479	      29.6	  1.49e+08
     2444	    147	    475	      14.5	   2.2e+08
